@relation fact
@attribute cap.diameter numeric
@attribute habitat {'d','g','h','l','m','p','u','w'}
@attribute class {'e','p'}
@data
2.97,'g','p'
2.96,'g','p'
2.96,'g','p'
3.47,'g','p'
2.99,'g','p'
3.37,'g','p'
3.39,'g','p'
2.53,'g','p'
3.08,'g','p'
2.77,'g','p'
2.5,'g','p'
3.07,'g','p'
3.3,'g','p'
3.49,'g','p'
2.79,'g','p'
3.13,'g','p'
2.94,'g','p'
2.44,'g','p'
3.2,'g','p'
2.97,'g','p'
3.53,'g','p'
2.6,'g','p'
3.22,'g','p'
3.09,'g','p'
3.01,'g','p'
3.11,'g','p'
3.23,'g','p'
2.92,'g','p'
3.18,'g','p'
2.88,'g','p'
2.9,'g','p'
2.41,'g','p'
3.05,'g','p'
3.29,'g','p'
2.51,'g','p'
2.65,'g','p'
3.07,'g','p'
3.19,'g','p'
3.08,'g','p'
3.18,'g','p'
2.9,'g','p'
3.04,'g','p'
2.99,'g','p'
2.88,'g','p'
3.35,'g','p'
3.07,'g','p'
3.18,'g','p'
2.62,'g','p'
2.99,'g','p'
3.17,'g','p'
3.11,'g','p'
3.6,'g','p'
3.02,'g','p'
3.26,'g','p'
2.73,'g','p'
2.94,'g','p'
3.13,'g','p'
3,'g','p'
3.04,'g','p'
2.46,'g','p'
3.39,'g','p'
3,'g','p'
3.11,'g','p'
3.06,'g','p'
2.88,'g','p'
2.53,'g','p'
2.21,'g','p'
4.37,'g','p'
3.24,'g','p'
2.9,'g','p'
5.18,'g','p'
4.37,'g','p'
4.09,'g','p'
3.19,'g','p'
2.95,'g','p'
4.46,'g','p'
3.86,'g','p'
4.8,'g','p'
5.18,'g','p'
5.05,'g','p'
4.13,'g','p'
5.32,'g','p'
3.79,'g','p'
2.71,'g','p'
4.73,'g','p'
2.86,'g','p'
3.95,'g','p'
4.47,'g','p'
3.69,'g','p'
3.22,'g','p'
4.84,'g','p'
3.91,'g','p'
3.73,'g','p'
3.4,'g','p'
5.3,'g','p'
3.51,'g','p'
3.95,'g','p'
4.11,'g','p'
3.88,'g','p'
4.48,'g','p'
4.73,'g','p'
3.39,'g','p'
5.38,'g','p'
4.47,'g','p'
3.28,'g','p'
4.3,'g','p'
4.62,'g','p'
2.89,'g','p'
3.79,'g','p'
4.24,'g','p'
4.09,'g','p'
3.88,'g','p'
4.39,'g','p'
2.46,'g','p'
3.08,'g','p'
3.79,'g','p'
4.22,'g','p'
3.14,'g','p'
5.02,'g','p'
4.3,'g','p'
3.9,'g','p'
3.56,'g','p'
4.83,'g','p'
3.43,'g','p'
4,'g','p'
3.35,'g','p'
3.8,'g','p'
3.61,'g','p'
4.8,'g','p'
4.12,'g','p'
3.06,'g','p'
5.72,'g','p'
3.29,'g','p'
3.94,'g','p'
4.38,'g','p'
1.89,'g','p'
3.52,'g','p'
2.78,'g','p'
4.08,'g','p'
3.9,'g','p'
4.95,'g','p'
4.2,'g','p'
3.05,'g','p'
4.61,'g','p'
2.94,'g','p'
3.09,'g','p'
5.27,'g','p'
4.98,'g','p'
3.59,'g','p'
3.98,'g','p'
3.64,'g','p'
4.85,'g','p'
4.82,'g','p'
2.9,'g','p'
3.51,'g','p'
5.62,'g','p'
4.22,'g','p'
4.55,'g','p'
5.2,'g','p'
3.61,'g','p'
3.81,'g','p'
4.44,'g','p'
3.65,'g','p'
4.63,'g','p'
4.54,'g','p'
4.67,'g','p'
6.21,'g','p'
4.08,'g','p'
5,'g','p'
3.53,'g','p'
3.93,'g','p'
4.29,'g','p'
4.55,'g','p'
4.29,'g','p'
3.25,'g','p'
4.38,'g','p'
3.92,'g','p'
3.62,'g','p'
2.94,'g','p'
4.24,'g','p'
3.24,'g','p'
3.08,'g','p'
4.56,'g','p'
5.14,'g','p'
4.16,'g','p'
4.42,'g','p'
3.86,'g','p'
4.53,'g','p'
4.59,'g','p'
4.24,'g','p'
3.58,'g','p'
5.24,'g','p'
4.91,'g','p'
3.16,'g','p'
4.16,'g','p'
3.06,'g','p'
2.94,'g','p'
4.96,'g','p'
3.42,'g','p'
3.64,'g','p'
3.92,'g','p'
2.89,'g','p'
3.05,'g','p'
4.21,'g','p'
2.85,'g','p'
4.91,'g','p'
4.1,'g','p'
4.27,'g','p'
2.64,'g','p'
4.22,'g','p'
4.57,'g','p'
2.83,'g','p'
4.15,'g','p'
3.1,'g','p'
3.9,'g','p'
3.8,'g','p'
4.4,'g','p'
4.68,'g','p'
3.4,'g','p'
2.34,'g','p'
4.06,'g','p'
3.29,'g','p'
3.73,'g','p'
4.53,'g','p'
3.32,'g','p'
4.74,'g','p'
3.54,'g','p'
3.6,'g','p'
4.8,'g','p'
4.51,'g','p'
4.26,'g','p'
3.15,'g','p'
3.13,'g','p'
4.51,'g','p'
3.33,'g','p'
4.13,'g','p'
4.34,'g','p'
3.23,'g','p'
3.66,'g','p'
4.62,'g','p'
3.83,'g','p'
2.9,'g','p'
3.66,'g','p'
3.13,'g','p'
4.64,'g','p'
3.37,'g','p'
3.36,'g','p'
5.02,'g','p'
4.07,'g','p'
5.11,'g','p'
3.98,'g','p'
3.09,'g','p'
3.64,'g','p'
3.78,'g','p'
5.51,'g','p'
4.05,'g','p'
4.31,'g','p'
4.59,'g','p'
4.89,'g','p'
4.61,'g','p'
2.67,'g','p'
4.11,'g','p'
4.02,'g','p'
3.39,'g','p'
3.08,'g','p'
2.71,'g','p'
3.5,'g','p'
4.57,'g','p'
4.17,'g','p'
2.59,'g','p'
4.16,'g','p'
4.56,'g','p'
4.7,'g','p'
4.29,'g','p'
4.52,'g','p'
3.92,'g','p'
4.03,'g','p'
3.07,'g','p'
5.29,'g','p'
3.32,'g','p'
4.31,'g','p'
4.35,'g','p'
3.75,'g','p'
4.54,'g','p'
3.04,'g','p'
3.78,'g','p'
3.33,'g','p'
3.03,'g','p'
3.28,'g','p'
3.52,'g','p'
3.53,'g','p'
3.6,'g','p'
3.4,'g','p'
3.34,'g','p'
3.99,'g','p'
4.86,'g','p'
3.78,'g','p'
3.38,'g','p'
3.08,'g','p'
3.63,'g','p'
5.11,'g','p'
3.8,'g','p'
4.57,'g','p'
3.59,'g','p'
2.96,'g','p'
3.25,'g','p'
5.08,'g','p'
3.26,'g','p'
4.28,'g','p'
5.2,'g','p'
5.28,'g','p'
2.73,'g','p'
3.93,'g','p'
3.44,'g','p'
3.16,'g','p'
4.2,'g','p'
4.23,'g','p'
2.71,'g','p'
3.24,'g','p'
5.11,'g','p'
3.24,'g','p'
5.55,'g','p'
4.09,'g','p'
3.54,'g','p'
4.73,'g','p'
3.64,'g','p'
4.45,'g','p'
3.7,'g','p'
4.52,'g','p'
4.6,'g','p'
4.27,'g','p'
3.29,'g','p'
3.24,'g','p'
3.7,'g','p'
4.26,'g','p'
5,'g','p'
3.21,'g','p'
4.05,'g','p'
4.15,'g','p'
4.48,'g','p'
3.09,'g','p'
2.68,'g','p'
4.7,'g','p'
4.01,'g','p'
5.23,'g','p'
3.75,'g','p'
3.96,'g','p'
4.52,'g','p'
3.49,'g','p'
3.89,'g','p'
2.85,'g','p'
3.66,'g','p'
3.61,'g','p'
2.46,'g','p'
4.44,'g','p'
3.73,'g','p'
4.01,'g','p'
5.11,'g','p'
4.1,'g','p'
3.99,'g','p'
4.28,'g','p'
4.64,'g','p'
3.71,'g','p'
6.15,'g','p'
3.28,'g','p'
4.33,'g','p'
3.26,'g','p'
4.34,'g','p'
4.62,'g','p'
4.5,'g','p'
4.83,'g','p'
3.38,'g','p'
3.61,'g','p'
3.83,'g','p'
2.89,'g','p'
3.62,'g','p'
3.18,'g','p'
3.1,'g','p'
4.6,'g','p'
5.03,'g','p'
4.5,'g','p'
5.48,'g','p'
3.65,'g','p'
4.51,'g','p'
3.43,'g','p'
4.88,'g','p'
4.22,'g','p'
3.46,'g','p'
4.34,'g','p'
3.67,'g','p'
4.73,'g','p'
3.74,'g','p'
4.17,'g','p'
3.57,'g','p'
5.09,'g','p'
4.39,'g','p'
3.26,'g','p'
2.89,'g','p'
5.41,'g','p'
4.94,'g','p'
4.17,'g','p'
4.74,'g','p'
4.01,'g','p'
5.08,'g','p'
3.89,'g','p'
4.49,'g','p'
3.05,'g','p'
5.29,'g','p'
4.09,'g','p'
3.53,'g','p'
3.4,'g','p'
3.69,'g','p'
5.45,'g','p'
4.95,'g','p'
3.94,'g','p'
4.41,'g','p'
5,'g','p'
3.52,'g','p'
4.46,'g','p'
2.54,'g','p'
6.91,'g','p'
6.65,'d','p'
7.95,'g','p'
7.59,'g','p'
7.25,'d','p'
6.95,'d','p'
6.54,'g','p'
8.55,'d','p'
6.39,'d','p'
7.53,'d','p'
6.62,'d','p'
8.12,'g','p'
7.33,'g','p'
8.38,'d','p'
6.8,'g','p'
7.62,'g','p'
8.21,'d','p'
6.39,'d','p'
7.54,'g','p'
8.41,'g','p'
7.65,'d','p'
8.73,'g','p'
6.37,'d','p'
7.53,'g','p'
7.31,'d','p'
7.31,'d','p'
7.69,'g','p'
7.67,'g','p'
7.93,'g','p'
8.95,'d','p'
6.66,'d','p'
7.88,'d','p'
6.34,'d','p'
6.99,'d','p'
9.07,'d','p'
6.41,'g','p'
6.97,'d','p'
7.76,'d','p'
5.27,'g','p'
6.97,'g','p'
6.78,'d','p'
6.93,'d','p'
6.77,'d','p'
7.55,'g','p'
7.16,'g','p'
6.24,'d','p'
9.41,'d','p'
7.4,'d','p'
7.45,'d','p'
8.45,'d','p'
6.43,'g','p'
6.38,'d','p'
5.89,'g','p'
7,'g','p'
8.22,'d','p'
5.84,'g','p'
6.23,'d','p'
7.83,'d','p'
8.78,'g','p'
7.31,'d','p'
6.64,'d','p'
6.75,'d','p'
7.59,'d','p'
7.13,'g','p'
7.84,'d','p'
8.65,'d','p'
7.86,'g','p'
7.57,'d','p'
7.19,'g','p'
7.35,'g','p'
7.56,'d','p'
7.23,'g','p'
6.96,'g','p'
6.59,'g','p'
8.5,'d','p'
6.55,'d','p'
8.16,'d','p'
7.84,'d','p'
7.02,'g','p'
7.49,'d','p'
6.69,'d','p'
6.27,'g','p'
7.25,'g','p'
8.28,'d','p'
7.96,'g','p'
6.66,'d','p'
8.67,'g','p'
7.23,'d','p'
8.65,'g','p'
6.86,'d','p'
6.94,'g','p'
7.18,'g','p'
8.2,'d','p'
6.75,'d','p'
7.55,'d','p'
6.56,'d','p'
7.33,'d','p'
8.32,'d','p'
9.76,'g','p'
7.87,'d','p'
6.33,'d','p'
7.67,'d','p'
5.76,'d','p'
8.38,'g','p'
7.52,'g','p'
8.25,'g','p'
6.19,'d','p'
4.91,'d','p'
7.12,'d','p'
7.18,'d','p'
5.85,'g','p'
8.49,'g','p'
6.95,'d','p'
7.31,'g','p'
7.39,'g','p'
6.83,'g','p'
7.49,'g','p'
7.34,'g','p'
8.26,'d','p'
6.32,'d','p'
7.83,'g','p'
7.4,'d','p'
7.44,'d','p'
8.64,'g','p'
5.8,'g','p'
7.33,'g','p'
7.98,'g','p'
7.88,'d','p'
7.27,'g','p'
6.41,'g','p'
8.29,'d','p'
6.61,'g','p'
8.3,'d','p'
8.01,'d','p'
6.49,'g','p'
7.75,'g','p'
8.07,'g','p'
9.16,'d','p'
7.74,'g','p'
8.13,'d','p'
8.18,'g','p'
6.41,'g','p'
6.52,'d','p'
8.15,'d','p'
7.55,'g','p'
7.59,'g','p'
6.72,'g','p'
8.52,'g','p'
7.03,'g','p'
7.12,'d','p'
8.29,'g','p'
7.75,'d','p'
8.68,'g','p'
8.07,'g','p'
6.4,'d','p'
7.07,'d','p'
6.78,'g','p'
8.67,'d','p'
6.97,'g','p'
7.85,'d','p'
6.66,'g','p'
6.13,'d','p'
7.95,'g','p'
5.92,'d','p'
7.35,'d','p'
7.66,'d','p'
7.68,'g','p'
9.36,'g','p'
8.23,'d','p'
8.25,'g','p'
7.31,'g','p'
8.01,'g','p'
8,'g','p'
7.08,'g','p'
7.42,'g','p'
7.05,'g','p'
6.94,'g','p'
7.94,'d','p'
8.46,'g','p'
8.53,'g','p'
7.05,'g','p'
7.57,'d','p'
7.35,'g','p'
8.17,'g','p'
6.61,'d','p'
6.96,'g','p'
7.1,'d','p'
8.21,'g','p'
7.14,'g','p'
7.12,'g','p'
7.26,'d','p'
6.98,'g','p'
7.67,'d','p'
6.97,'d','p'
8.75,'g','p'
5.84,'d','p'
6.43,'d','p'
8.27,'d','p'
6.55,'d','p'
8.75,'d','p'
7.44,'g','p'
6.76,'g','p'
8.66,'g','p'
7.26,'g','p'
7.84,'d','p'
7.68,'d','p'
6.36,'d','p'
7.64,'d','p'
7.86,'d','p'
7.53,'d','p'
7.99,'d','p'
7.25,'g','p'
6.96,'g','p'
7.49,'d','p'
8.71,'d','p'
6.97,'d','p'
8.15,'g','p'
7.76,'d','p'
6.95,'d','p'
8.69,'d','p'
5.68,'d','p'
6.4,'d','p'
8.41,'d','p'
7.27,'g','p'
7.07,'g','p'
8.67,'g','p'
7.76,'d','p'
6.69,'d','p'
7.35,'d','p'
7.13,'g','p'
8.16,'d','p'
6.8,'d','p'
7.11,'g','p'
8.13,'g','p'
7.31,'g','p'
6.82,'d','p'
8.1,'d','p'
7.34,'g','p'
7.58,'d','p'
7.09,'g','p'
8.63,'g','p'
6.55,'d','p'
6.2,'d','p'
7,'d','p'
7.3,'d','p'
5.54,'g','p'
8.02,'g','p'
7.78,'g','p'
8,'d','p'
6.42,'g','p'
7.14,'d','p'
7.1,'d','p'
8.22,'d','p'
7.94,'g','p'
8.66,'g','p'
7.2,'d','p'
7.5,'g','p'
6.2,'d','p'
7.84,'d','p'
8.03,'g','p'
8.22,'g','p'
7.67,'d','p'
7.91,'d','p'
6.63,'d','p'
8.23,'d','p'
7.11,'g','p'
6.63,'g','p'
7.93,'d','p'
7.26,'g','p'
6,'d','p'
7.98,'d','p'
6.95,'g','p'
7.62,'g','p'
7.64,'g','p'
5.13,'g','p'
8.35,'g','p'
6.83,'d','p'
7.31,'g','p'
9.25,'d','p'
7.16,'d','p'
8.01,'g','p'
8.41,'g','p'
5.13,'g','p'
8.23,'d','p'
8.03,'g','p'
7.69,'d','p'
6.32,'d','p'
8.47,'g','p'
9.62,'d','p'
8.78,'d','p'
6.53,'g','p'
7.33,'g','p'
6.85,'d','p'
7.43,'g','p'
8.37,'g','p'
7.88,'d','p'
7.53,'g','p'
6.82,'d','p'
8.81,'g','p'
8.92,'g','p'
7.69,'g','p'
7.12,'g','p'
5.93,'g','p'
8.15,'g','p'
8.31,'d','p'
6.15,'g','p'
7.83,'d','p'
8,'g','p'
9.26,'d','p'
7.98,'g','p'
6.46,'d','p'
8.27,'g','p'
7.59,'d','p'
5.53,'d','p'
7.74,'g','p'
8.45,'d','p'
6.91,'g','p'
7.71,'d','p'
8.99,'d','p'
6.74,'g','p'
6.01,'g','p'
6.51,'d','p'
8,'d','p'
7.27,'g','p'
7.66,'d','p'
8.23,'g','p'
9.21,'d','p'
7.4,'d','p'
7.06,'d','p'
8.07,'g','p'
7.68,'d','p'
7.2,'g','p'
6.39,'d','p'
7.45,'g','p'
7.62,'d','p'
7.26,'g','p'
7.79,'g','p'
7.39,'g','p'
6.74,'g','p'
7.74,'g','p'
7.62,'g','p'
7.38,'d','p'
7.73,'d','p'
8.21,'d','p'
7.19,'g','p'
8.63,'g','p'
5.88,'g','p'
8.35,'g','p'
7.01,'g','p'
7.04,'g','p'
8.18,'d','p'
8.26,'d','p'
5.37,'g','p'
13.8,'d','e'
17.63,'d','e'
22.4,'d','e'
24.73,'d','e'
22.83,'d','e'
25.56,'d','e'
20.03,'d','e'
14.36,'d','e'
13.42,'d','e'
18.94,'d','e'
18.14,'d','e'
23.16,'d','e'
17.94,'d','e'
20.17,'d','e'
21.55,'d','e'
21.16,'d','e'
17.26,'d','e'
18.66,'d','e'
17.27,'d','e'
16.66,'d','e'
12.98,'d','e'
22.64,'d','e'
22.36,'d','e'
20.48,'d','e'
12.74,'d','e'
19.36,'d','e'
18.88,'d','e'
12.16,'d','e'
22.69,'d','e'
14.79,'d','e'
18.09,'d','e'
13.79,'d','e'
25.11,'d','e'
8.93,'d','e'
17.02,'d','e'
13.59,'d','e'
20.51,'d','e'
19.16,'d','e'
18.98,'d','e'
16.23,'d','e'
19.06,'d','e'
19.65,'d','e'
23.74,'d','e'
16.7,'d','e'
19.7,'d','e'
21.35,'d','e'
20.74,'d','e'
19.42,'d','e'
12.3,'d','e'
17.61,'d','e'
20.12,'d','e'
22.72,'d','e'
10.75,'d','e'
12.9,'d','e'
22.04,'d','e'
14.24,'d','e'
18.85,'d','e'
20.41,'d','e'
24.78,'d','e'
19.32,'d','e'
16.65,'d','e'
16.36,'d','e'
17.29,'d','e'
19.37,'d','e'
18.2,'d','e'
18.33,'d','e'
20.68,'d','e'
18.5,'d','e'
14.36,'d','e'
17.74,'d','e'
17.73,'d','e'
19.73,'d','e'
18.18,'d','e'
26.65,'d','e'
26.04,'d','e'
21.14,'d','e'
15.47,'d','e'
13.26,'d','e'
13.87,'d','e'
13.37,'d','e'
16.08,'d','e'
14.19,'d','e'
21.12,'d','e'
18.39,'d','e'
19.01,'d','e'
14.25,'d','e'
22.5,'d','e'
17.28,'d','e'
12.03,'d','e'
22.32,'d','e'
19.35,'d','e'
12.13,'d','e'
24.13,'d','e'
19.64,'d','e'
13.17,'d','e'
25.83,'d','e'
23.94,'d','e'
17.05,'d','e'
22.56,'d','e'
15.06,'d','e'
19.97,'d','e'
18.51,'d','e'
14.74,'d','e'
14.55,'d','e'
17.07,'d','e'
19.26,'d','e'
15.56,'d','e'
22.68,'d','e'
19.92,'d','e'
16.95,'d','e'
22.07,'d','e'
15.34,'d','e'
14.91,'d','e'
13.43,'d','e'
17.34,'d','e'
20.98,'d','e'
17.99,'d','e'
23.18,'d','e'
19.68,'d','e'
18.16,'d','e'
18.47,'d','e'
11.75,'d','e'
23.67,'d','e'
19.54,'d','e'
15.94,'d','e'
12.42,'d','e'
18.82,'d','e'
21.25,'d','e'
21.04,'d','e'
17.24,'d','e'
26.44,'d','e'
19.15,'d','e'
21.66,'d','e'
18.48,'d','e'
9.93,'d','e'
17.98,'d','e'
15.06,'d','e'
17.25,'d','e'
24.68,'d','e'
16.4,'d','e'
30.94,'d','e'
15.28,'d','e'
16.62,'d','e'
23.3,'d','e'
23.66,'d','e'
20.09,'d','e'
15.49,'d','e'
18.94,'d','e'
16.9,'d','e'
20.84,'d','e'
20.53,'d','e'
17.95,'d','e'
10.44,'d','e'
19.35,'d','e'
22.95,'d','e'
15.9,'d','e'
16.79,'d','e'
20.52,'d','e'
18.57,'d','e'
20.97,'d','e'
17.33,'d','e'
20.71,'d','e'
13.82,'d','e'
20.94,'d','e'
20.05,'d','e'
15.9,'d','e'
14.04,'d','e'
22.68,'d','e'
22.19,'d','e'
18.85,'d','e'
11.83,'d','e'
20.77,'d','e'
15.25,'d','e'
21.76,'d','e'
20.52,'d','e'
17.42,'d','e'
14.95,'d','e'
21.2,'d','e'
21.27,'d','e'
12.27,'d','e'
17.64,'d','e'
21.61,'d','e'
17.24,'d','e'
16.64,'d','e'
16.09,'d','e'
14.5,'d','e'
11.05,'d','e'
18.84,'d','e'
14.55,'d','e'
20.24,'d','e'
18.67,'d','e'
23.46,'d','e'
20.45,'d','e'
22.12,'d','e'
23.82,'d','e'
17.95,'d','e'
17.06,'d','e'
18.13,'d','e'
19.83,'d','e'
17.78,'d','e'
9.43,'d','e'
22.36,'d','e'
28.33,'d','e'
18.04,'d','e'
21.58,'d','e'
17.51,'d','e'
14.54,'d','e'
16.06,'d','e'
20.49,'d','e'
15.99,'d','e'
21.72,'d','e'
16.98,'d','e'
16.03,'d','e'
18.07,'d','e'
18.98,'d','e'
21.37,'d','e'
27.07,'d','e'
16,'d','e'
21.91,'d','e'
18.22,'d','e'
10.3,'d','e'
20.91,'d','e'
14.66,'d','e'
18.39,'d','e'
21.37,'d','e'
18.12,'d','e'
14.87,'d','e'
30.48,'d','e'
18.02,'d','e'
16.43,'d','e'
16.96,'d','e'
18.08,'d','e'
21.71,'d','e'
21.29,'d','e'
17.31,'d','e'
18.36,'d','e'
26.43,'d','e'
20.28,'d','e'
13.22,'d','e'
10.88,'d','e'
18.67,'d','e'
11.86,'d','e'
16.98,'d','e'
21.25,'d','e'
18.59,'d','e'
10.41,'d','e'
17.96,'d','e'
12.24,'d','e'
24.54,'d','e'
19.73,'d','e'
17.43,'d','e'
17.14,'d','e'
25.5,'d','e'
13.38,'d','e'
23.42,'d','e'
14.38,'d','e'
20.94,'d','e'
23.51,'d','e'
21.97,'d','e'
17.81,'d','e'
14.23,'d','e'
22.54,'d','e'
16.86,'d','e'
18.72,'d','e'
10.63,'d','e'
16.01,'d','e'
18.32,'d','e'
22.23,'d','e'
12.91,'d','e'
18.53,'d','e'
21.33,'d','e'
22.32,'d','e'
24.68,'d','e'
23.44,'d','e'
20.56,'d','e'
20.63,'d','e'
18.38,'d','e'
18.95,'d','e'
24.06,'d','e'
19.29,'d','e'
16.43,'d','e'
14.87,'d','e'
22.4,'d','e'
16.72,'d','e'
23.91,'d','e'
19.82,'d','e'
15.85,'d','e'
20.86,'d','e'
10.63,'d','e'
18.03,'d','e'
22.37,'d','e'
16.91,'d','e'
19.91,'d','e'
21.53,'d','e'
17.13,'d','e'
17.02,'d','e'
19.68,'d','e'
12.97,'d','e'
25.43,'d','e'
27.83,'d','e'
17.49,'d','e'
25.12,'d','e'
17.42,'d','e'
16.61,'d','e'
11.69,'d','e'
21.88,'d','e'
20.04,'d','e'
20.93,'d','e'
14.68,'d','e'
20.19,'d','e'
18.65,'d','e'
17.62,'d','e'
20.56,'d','e'
20.79,'d','e'
26.91,'d','e'
22.2,'d','e'
19.03,'d','e'
20.02,'d','e'
20.78,'d','e'
21.94,'d','e'
23.28,'d','e'
27.6,'d','e'
16.53,'d','e'
19.23,'d','e'
17.97,'d','e'
24.2,'d','e'
15.98,'d','e'
19.53,'d','e'
23.01,'d','e'
15.24,'d','e'
19.22,'d','e'
15.95,'d','e'
19.38,'d','e'
19.23,'d','e'
23.67,'d','e'
17.75,'d','e'
12.21,'d','e'
16.59,'d','e'
20.86,'d','e'
15.74,'d','e'
18.52,'d','e'
29.82,'d','e'
14.65,'d','e'
26.16,'d','e'
16.35,'d','e'
16.3,'d','e'
13.3,'d','e'
27.07,'d','e'
20.35,'d','e'
18.87,'d','e'
18.44,'d','e'
14.58,'d','e'
13.24,'d','e'
13.21,'d','e'
9.4,'d','e'
9.88,'d','e'
11.67,'d','e'
10.67,'d','e'
11.26,'d','e'
9.84,'d','e'
11.58,'d','e'
11.77,'d','e'
10.94,'d','e'
10.3,'d','e'
12.58,'d','e'
13.58,'d','e'
10.52,'d','e'
12.1,'d','e'
10.84,'d','e'
11.23,'d','e'
12.72,'d','e'
9.4,'d','e'
10.38,'d','e'
11.84,'d','e'
9.59,'d','e'
10.45,'d','e'
11.21,'d','e'
13.57,'d','e'
11.47,'d','e'
10.66,'d','e'
12.39,'d','e'
12.5,'d','e'
10.42,'d','e'
13.27,'d','e'
12.33,'d','e'
10.07,'d','e'
11.31,'d','e'
11.61,'d','e'
10.9,'d','e'
8.27,'d','e'
11.38,'d','e'
12.76,'d','e'
7.58,'d','e'
13.35,'d','e'
14.77,'d','e'
12.01,'d','e'
11.64,'d','e'
12.57,'d','e'
12.31,'d','e'
10.43,'d','e'
11.66,'d','e'
12.29,'d','e'
13.12,'d','e'
11.97,'d','e'
9.33,'d','e'
10.65,'d','e'
11.12,'d','e'
12.45,'d','e'
9.55,'d','e'
11.31,'d','e'
10.52,'d','e'
12.74,'d','e'
12.35,'d','e'
9.2,'d','e'
11.76,'d','e'
8.74,'d','e'
10.3,'d','e'
9.17,'d','e'
10.69,'d','e'
11.94,'d','e'
10.66,'d','e'
9.53,'d','e'
11.16,'d','e'
11.79,'d','e'
9.6,'d','e'
11.96,'d','e'
9.89,'d','e'
10.49,'d','e'
12.48,'d','e'
9.95,'d','e'
13.04,'d','e'
10.19,'d','e'
11.95,'d','e'
10.51,'d','e'
8.59,'d','e'
12.17,'d','e'
12.45,'d','e'
10.13,'d','e'
11.09,'d','e'
10.97,'d','e'
9.5,'d','e'
11.09,'d','e'
10.42,'d','e'
9.98,'d','e'
11.23,'d','e'
8.64,'d','e'
13.46,'d','e'
11.15,'d','e'
9.65,'d','e'
10.48,'d','e'
12.66,'d','e'
9.74,'d','e'
9.57,'d','e'
9.71,'d','e'
10.28,'d','e'
9.56,'d','e'
8.74,'d','e'
11.62,'d','e'
12.5,'d','e'
11.56,'d','e'
13.13,'d','e'
9.63,'d','e'
10.34,'d','e'
13.03,'d','e'
11.7,'d','e'
11.04,'d','e'
11.08,'d','e'
14.16,'d','e'
10.98,'d','e'
11.81,'d','e'
11.48,'d','e'
14.02,'d','e'
12.21,'d','e'
9.87,'d','e'
13.38,'d','e'
11.54,'d','e'
9.68,'d','e'
11.95,'d','e'
9.23,'d','e'
10.33,'d','e'
10.69,'d','e'
9.44,'d','e'
11.42,'d','e'
9.66,'d','e'
11.02,'d','e'
11.13,'d','e'
11.55,'d','e'
9.77,'d','e'
13.26,'d','e'
11.33,'d','e'
10.86,'d','e'
10.37,'d','e'
10.76,'d','e'
11.92,'d','e'
12.09,'d','e'
12.91,'d','e'
12.63,'d','e'
10.79,'d','e'
10.93,'d','e'
10.31,'d','e'
10.23,'d','e'
9.43,'d','e'
10.21,'d','e'
10.84,'d','e'
10.83,'d','e'
13.64,'d','e'
12.66,'d','e'
10.62,'d','e'
10.79,'d','e'
12.47,'d','e'
9.97,'d','e'
13.99,'d','e'
12.86,'d','e'
12.06,'d','e'
10.47,'d','e'
9.34,'d','e'
10.82,'d','e'
12,'d','e'
12.44,'d','e'
10.05,'d','e'
10.59,'d','e'
9.75,'d','e'
11.9,'d','e'
12.39,'d','e'
10,'d','e'
10.42,'d','e'
11.45,'d','e'
12.27,'d','e'
9.64,'d','e'
8.47,'d','e'
8.93,'d','e'
8.43,'d','e'
11.93,'d','e'
10.96,'d','e'
13.06,'d','e'
11.36,'d','e'
11.2,'d','e'
12.62,'d','e'
11.9,'d','e'
10.33,'d','e'
9.34,'d','e'
10.3,'d','e'
13.16,'d','e'
11.26,'d','e'
12.78,'d','e'
8.81,'d','e'
10.01,'d','e'
10.32,'d','e'
11.19,'d','e'
10.36,'d','e'
11.07,'d','e'
12.79,'d','e'
11.78,'d','e'
10.75,'d','e'
14.05,'d','e'
11.9,'d','e'
9.82,'d','e'
11.43,'d','e'
13.05,'d','e'
10.64,'d','e'
10.02,'d','e'
10.91,'d','e'
10.16,'d','e'
11.23,'d','e'
14.32,'d','e'
12.15,'d','e'
11.41,'d','e'
10.36,'d','e'
11.71,'d','e'
10.34,'d','e'
11.1,'d','e'
10.7,'d','e'
11.97,'d','e'
12.11,'d','e'
11.11,'d','e'
11.04,'d','e'
12.26,'d','e'
10.28,'d','e'
8.77,'d','e'
10.51,'d','e'
10.62,'d','e'
11.34,'d','e'
10.06,'d','e'
11.06,'d','e'
9.99,'d','e'
8.27,'d','e'
12.28,'d','e'
12.03,'d','e'
10.58,'d','e'
10.35,'d','e'
13.59,'d','e'
9.8,'d','e'
11.75,'d','e'
11.09,'d','e'
13.33,'d','e'
9.29,'d','e'
10.87,'d','e'
10.09,'d','e'
12.27,'d','e'
9.28,'d','e'
9.94,'d','e'
11.62,'d','e'
10.32,'d','e'
8.73,'d','e'
10.23,'d','e'
11.44,'d','e'
10.41,'d','e'
13.74,'d','e'
11.2,'d','e'
9.54,'d','e'
9.59,'d','e'
9.35,'d','e'
10.31,'d','e'
14,'d','e'
10.73,'d','e'
12.45,'d','e'
9.5,'d','e'
8.95,'d','e'
10.08,'d','e'
12.13,'d','e'
9.5,'d','e'
11.39,'d','e'
10.34,'d','e'
10.42,'d','e'
